SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
690;180;Cuglieri;8.5679;40.1902;465;1;OD:180;NA;20;NA
691;181;Villanova Monteleone;8.4734;40.5024;539;1;OD:181;NA;20;NA
692;182;Reinamare (C.ra);8.5561;40.4696;272;1;OD:182;NA;20;NA
693;184;Pozzomaggiore;8.6597;40.3989;444;1;OD:184;NA;20;NA
694;186;Montresta;8.5002;40.3749;456;1;OD:186;NA;20;NA
695;187;Campeda;8.7849;40.3274;668;1;OD:187;NA;20;NA
696;189;Bonorva;8.7686;40.4186;480;1;OD:189;NA;20;NA
697;191;Sindia F.C.;8.6563;40.2983;505;1;OD:191;NA;20;NA
698;192;Bosa;8.5008;40.2979;20;1;OD:192;NA;20;NA
699;196;Alghero;8.3122;40.5586;4;1;OD:196;NA;20;NA
700;197;Ittiri;8.5689;40.5948;405;1;OD:197;NA;20;NA
701;198;Putifigari;8.461;40.5628;249;1;OD:198;NA;20;NA
702;199;Rudas (C.ra);8.3813;40.6114;29;1;OD:199;NA;20;NA
703;200;Olmedo F.C.;8.3775;40.651;57;1;OD:200;NA;20;NA
704;201;Fertilia;8.2847;40.5936;3;1;OD:201;NA;20;NA
705;204;Argentiera (M.ra);8.1481;40.739;46;1;OD:204;NA;20;NA
706;206;Stintino;8.2281;40.9374;6;1;OD:206;NA;20;NA
707;208;Thiesi;8.7189;40.525;462;1;OD:208;NA;20;NA
708;209;Bidighinzu-Diga (C.M.);8.6624;40.5575;328;1;OD:209;NA;20;NA
709;212;Uri;8.4912;40.6359;160;1;OD:212;NA;20;NA
710;213;Ploaghe;8.7459;40.6643;395;1;OD:213;NA;20;NA
711;215;Cargeghe;8.6141;40.6691;355;1;OD:215;NA;20;NA
712;216;Osilo;8.6713;40.7443;556;1;OD:216;NA;20;NA
713;221;Macciadosa (C.ra);8.4029;40.7304;70;1;OD:221;NA;20;NA
714;223;Sennori;8.595;40.79;297;1;OD:223;NA;20;NA
715;224;Porto Torres;8.4027;40.8353;13;1;OD:224;NA;20;NA
716;226;S.Giovanni Coghinas(C.ra);8.7565;40.8827;277;1;OD:226;NA;20;NA
717;227;S.Lucia di Bonorva (C.ra);8.8419;40.4228;372;1;OD:227;NA;20;NA
718;228;Torralba FF.SS.;8.7619;40.5154;445;1;OD:228;NA;20;NA
719;232;Ittireddu;8.904;40.5458;331;1;OD:232;NA;20;NA
720;233;Ardara;8.8184;40.6332;275;1;OD:233;NA;20;NA
721;234;Chilivani (Cabina);8.9073;40.6146;219;1;OD:234;NA;20;NA
722;235;Ozieri;9.0036;40.5845;417;1;OD:235;NA;20;NA
723;236;Fraigas (C.ra);8.9896;40.6289;203;1;OD:236;NA;20;NA
724;238;Planu Ladu (C.ra);8.9407;40.6852;178;1;OD:238;NA;20;NA
725;241;Oschiri;9.0997;40.7192;211;1;OD:241;NA;20;NA
726;242;Monti;9.3257;40.8053;335;1;OD:242;NA;20;NA
727;244;Zuighe (C.ra);9.3669;40.7574;535;1;OD:244;NA;20;NA
728;245;Mazzinaiu (C.ra);9.3716;40.7096;604;1;OD:245;NA;20;NA
729;246;Budduso';9.2595;40.578;704;1;OD:246;NA;20;NA
730;250;Caddau (C.ra);9.0911;40.825;581;1;OD:250;NA;20;NA
731;251;Muzzone (Diga);9.0257;40.7922;247;1;OD:251;NA;20;NA
732;252;Coghinas (C.ra);8.9521;40.8631;91;1;OD:252;NA;20;NA
